"id","host_response_time","host_response_rate","host_is_superhost","host_identity_verified","host_listings_count","neighbourhood_group_cleansed","room_type","guests_included","accommodates","bathrooms","bedrooms","beds","bed_type","price","cleaning_fee","minimum_nights","instant_bookable","cancellation_policy","review_scores_rating","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
11674535,"within an hour",0.9,"t","f",3,"Other neighborhoods","Entire home/apt",1,4,1,1,2,"Real Bed",135,60,2,"t","strict_14_with_grace_period",1,"f","f","f",45,0
7563243,"within an hour",1,"t","t",1,"West Seattle","Entire home/apt",2,4,1,0,1,"Real Bed",100,25,1,"t","moderate",1,"f","f","f",60,0
9835754,"within an hour",1,"t","t",2,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",79,30,1,"f","flexible",1,"f","f","f",14,0
7278583,"within an hour",1,"t","t",1,"West Seattle","Entire home/apt",5,7,2.5,3,4,"Real Bed",225,200,2,"f","strict_14_with_grace_period",1,"f","f","f",25,0
573942,"within a few hours",1,"t","t",7,"Beacon Hill","Private room",1,2,3,1,1,"Real Bed",60,10,2,"f","moderate",1,"f","f","f",32,0
23358381,"within a few hours",0.75,"f","t",2,"Ballard","Entire home/apt",1,2,1,1,1,"Real Bed",75,80,10,"t","moderate",1,"f","f","f",31,0
26789767,"within an hour",1,"f","f",123,"Cascade","Entire home/apt",1,2,1,0,1,"Real Bed",100,50,1,"t","strict_14_with_grace_period",1,"f","f","f",11,1
22191312,"within a day",1,"f","f",1,"Capitol Hill","Entire home/apt",1,2,1,1,1,"Real Bed",115,15,2,"f","moderate",1,"f","f","f",19,0
14731309,"within an hour",1,"f","t",1,"Ballard","Entire home/apt",1,4,1,1,2,"Real Bed",120,50,2,"f","moderate",1,"f","f","f",24,0
7883181,"a few days or more",0,"f","t",2,"Beacon Hill","Private room",1,1,1,1,1,"Real Bed",45,0,1,"f","flexible",1,"f","f","f",13,0
18460924,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",229,89,2,"t","strict",1,"t","f","f",28,4
7988300,"within an hour",1,"f","t",7,"West Seattle","Private room",1,2,1,1,1,"Real Bed",500,25,1,"f","flexible",1,"f","f","f",32,0
7350456,"within an hour",1,"f","t",2,"Other neighborhoods","Entire home/apt",2,2,1,1,1,"Real Bed",63,0,2,"t","moderate",1,"f","f","f",21,0
2358140,"within an hour",0.92,"f","t",51,"University District","Entire home/apt",1,1,1,0,1,"Real Bed",89,60,2,"f","moderate",0,"f","f","f",23,0
23703434,"within an hour",1,"t","f",32,"Central Area","Entire home/apt",8,11,3.5,4,6,"Real Bed",440,150,1,"t","strict_14_with_grace_period",1,"f","f","f",29,0
8941768,"within a day",1,"f","t",2,"Queen Anne","Entire home/apt",2,2,1,1,1,"Real Bed",160,35,2,"f","flexible",1,"f","f","f",14,2
5705161,"within an hour",0.9,"t","t",1,"Beacon Hill","Private room",2,3,1,1,2,"Real Bed",84,20,2,"t","moderate",1,"f","f","f",38,0
5277900,"within a few hours",1,"t","t",1,"Central Area","Entire home/apt",1,6,2,3,5,"Real Bed",225,90,4,"f","moderate",1,"f","f","f",15,0
23008147,"within an hour",1,"t","f",0,"Beacon Hill","Entire home/apt",2,4,1,1,2,"Real Bed",85,30,1,"t","moderate",1,"f","f","f",47,0
11610147,"within a few hours",1,"t","t",1,"Beacon Hill","Entire home/apt",1,2,1,1,1,"Real Bed",85,60,3,"t","moderate",1,"f","f","f",22,0
19507808,"within an hour",1,"t","t",3,"Central Area","Private room",1,2,1,1,1,"Real Bed",69,40,2,"f","strict_14_with_grace_period",1,"f","f","f",27,0
1539463,"within an hour",1,"t","t",1,"Central Area","Private room",1,2,1,1,1,"Real Bed",75,15,35,"f","moderate",1,"f","f","f",24,0
20851050,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",1,4,1,1,3,"Real Bed",89,90,2,"f","moderate",1,"f","f","f",35,0
21816248,"within an hour",1,"f","f",123,"Central Area","Entire home/apt",1,2,1,0,1,"Real Bed",110,40,1,"t","strict_14_with_grace_period",0,"f","f","f",12,0
1588658,"within an hour",1,"t","t",1,"University District","Entire home/apt",4,6,1,2,3,"Real Bed",120,100,1,"f","flexible",1,"f","f","f",24,0
6492880,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",2,3,1,1,2,"Real Bed",71,35,1,"t","moderate",1,"f","f","f",24,0
23016784,"within an hour",1,"f","f",1,"Queen Anne","Entire home/apt",1,2,1,1,1,"Real Bed",75,0,5,"t","flexible",0,"f","f","f",16,1
29635858,"within an hour",1,"t","f",3,"Other neighborhoods","Entire home/apt",8,10,2,4,6,"Real Bed",231,120,2,"t","strict_14_with_grace_period",1,"f","f","f",37,0
22767549,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",100,75,2,"t","flexible",1,"f","f","f",42,2
27023519,"within a few hours",1,"t","f",1,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",180,50,1,"f","moderate",1,"t","f","f",20,3
30880820,"within an hour",1,"f","f",1,"Central Area","Entire home/apt",1,2,1,1,1,"Real Bed",75,35,3,"t","moderate",1,"f","f","f",41,0
18773503,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",2,3,1,1,1,"Real Bed",95,50,2,"f","moderate",1,"f","f","f",22,0
20587283,"within an hour",1,"f","f",1,"Other neighborhoods","Entire home/apt",1,4,1,2,2,"Real Bed",90,5,1,"t","flexible",1,"f","f","f",27,0
21437008,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",189,89,2,"t","strict",0,"t","f","f",24,5
18331755,"within an hour",1,"t","f",3,"Central Area","Entire home/apt",2,4,1,2,2,"Real Bed",215,150,30,"f","strict_14_with_grace_period",1,"f","f","f",41,0
7274556,"within an hour",1,"t","t",2,"Other neighborhoods","Private room",1,1,1.5,1,1,"Real Bed",50,25,2,"f","moderate",1,"f","f","f",17,0
20696304,"within an hour",1,"t","f",3,"Cascade","Entire home/apt",1,4,1.5,1,1,"Real Bed",300,80,2,"f","moderate",1,"f","f","f",58,4
707599,"within an hour",1,"t","t",1,"West Seattle","Entire home/apt",2,8,2.5,3,3,"Real Bed",255,150,2,"f","moderate",1,"f","f","f",52,0
9507115,"within an hour",1,"f","f",40,"Capitol Hill","Private room",1,2,1,0,1,"Real Bed",59,0,1,"t","moderate",1,"f","f","f",24,0
19639085,"within an hour",1,"t","f",2,"Lake City","Entire home/apt",1,2,1,0,2,"Real Bed",73,5,3,"t","flexible",1,"f","f","t",17,0
24775012,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",99,75,2,"t","flexible",1,"f","f","f",35,2
12569638,"within an hour",1,"f","t",8,"Cascade","Entire home/apt",2,3,1,1,1,"Real Bed",150,60,1,"t","strict_14_with_grace_period",0,"f","f","f",18,1
16302080,"within a few hours",0.75,"t","f",1,"Delridge","Entire home/apt",8,8,1,3,4,"Real Bed",300,0,1,"f","flexible",1,"f","t","f",3,0
7134759,"within an hour",1,"t","t",2,"Ballard","Private room",1,2,1,1,1,"Real Bed",45,75,2,"f","moderate",1,"f","f","f",19,0
16232090,"within an hour",1,"t","t",4,"Capitol Hill","Entire home/apt",1,2,1,0,1,"Real Bed",120,125,7,"t","strict_14_with_grace_period",1,"f","f","f",22,0
14733912,"within an hour",1,"f","t",3,"Capitol Hill","Entire home/apt",1,4,1.5,1,2,"Real Bed",161,50,1,"t","strict_14_with_grace_period",1,"f","f","f",19,2
21170317,"within an hour",1,"t","f",1,"Queen Anne","Entire home/apt",6,10,3,5,6,"Real Bed",425,295,3,"t","strict_14_with_grace_period",1,"f","f","f",24,1
16816051,"within an hour",1,"f","t",1,"Seward Park","Entire home/apt",16,15,3.5,5,6,"Real Bed",1395,175,4,"f","strict_14_with_grace_period",1,"f","f","f",27,0
22242538,"within an hour",1,"f","t",1,"Other neighborhoods","Entire home/apt",1,5,2,3,4,"Real Bed",120,16,1,"t","flexible",1,"f","f","f",24,0
21934066,"within an hour",1,"f","f",3,"Central Area","Private room",1,2,1,1,1,"Real Bed",40,50,2,"f","moderate",1,"f","f","f",21,0
14711760,"within an hour",0.9,"t","t",1,"Central Area","Entire home/apt",3,6,1,2,3,"Real Bed",118,80,5,"t","moderate",1,"f","f","f",23,0
2847177,"within an hour",0.92,"f","t",51,"University District","Entire home/apt",1,3,1,0,1,"Real Bed",89,65,1,"f","moderate",0,"f","f","f",19,0
29914151,"within an hour",1,"f","f",7,"Northgate","Entire home/apt",2,5,1,1,2,"Real Bed",75,55,1,"t","strict_14_with_grace_period",0,"f","f","f",42,0
21888838,"within a few hours",1,"f","f",8,"Rainier Valley","Private room",2,3,1,1,2,"Real Bed",79,0,1,"f","moderate",0,"f","f","f",55,0
22435492,"within an hour",0.92,"t","f",2,"Downtown","Private room",2,4,1,1,1,"Real Bed",80,20,2,"t","strict_14_with_grace_period",1,"t","f","f",16,5
25055857,"within an hour",1,"t","t",1,"Downtown","Entire home/apt",2,5,1,2,3,"Real Bed",225,99,3,"f","moderate",1,"t","f","f",57,5
13491382,"within an hour",1,"f","f",3,"Downtown","Entire home/apt",2,4,1,1,1,"Real Bed",138,80,2,"f","strict_14_with_grace_period",1,"t","f","f",38,3
27252876,"within an hour",1,"f","f",50,"Downtown","Entire home/apt",6,6,1,2,4,"Real Bed",168,243,2,"t","super_strict_30",1,"t","f","f",24,5
24209340,"within a day",1,"t","t",2,"Other neighborhoods","Entire home/apt",1,3,1,1,1,"Real Bed",60,10,1,"f","moderate",1,"f","f","f",14,0
9473967,"within an hour",1,"f","f",40,"Capitol Hill","Private room",1,2,1,0,1,"Real Bed",59,0,1,"t","moderate",1,"f","f","f",22,0
25198725,"within a day",1,"t","t",2,"Capitol Hill","Private room",2,2,1.5,1,1,"Real Bed",80,50,2,"t","flexible",1,"f","f","f",29,0
20572116,"within an hour",1,"t","f",1,"Queen Anne","Entire home/apt",3,4,1,1,1,"Real Bed",105,55,2,"t","moderate",1,"f","f","f",44,0
13643570,"a few days or more",0.33,"f","t",1,"West Seattle","Private room",1,2,1,1,1,"Real Bed",55,10,3,"f","moderate",1,"f","f","f",25,0
21366399,"within an hour",1,"f","f",7,"Other neighborhoods","Entire home/apt",6,7,1,3,4,"Real Bed",79,125,2,"t","moderate",0,"f","f","f",35,0
19213509,"within an hour",1,"t","t",1,"Delridge","Entire home/apt",6,9,1.5,3,6,"Real Bed",208,95,3,"t","flexible",1,"f","t","f",42,0
838764,"within a few hours",0.9,"f","f",2,"West Seattle","Entire home/apt",5,8,2,2,4,"Real Bed",150,80,5,"f","strict_14_with_grace_period",1,"f","f","f",21,0
23902831,"within an hour",1,"f","f",2,"Ballard","Entire home/apt",4,6,1,1,3,"Real Bed",130,45,2,"t","moderate",1,"f","f","f",28,0
1209447,"within a day",1,"f","t",1,"Rainier Valley","Entire home/apt",2,6,2,3,3,"Real Bed",149,70,3,"f","strict_14_with_grace_period",0,"f","f","f",16,0
3679617,"within an hour",0.92,"f","t",51,"University District","Entire home/apt",1,4,1,0,2,"Real Bed",94,65,1,"t","moderate",0,"f","f","f",29,0
674113,"a few days or more",0,"f","t",3,"Rainier Valley","Private room",1,1,1,1,1,"Real Bed",42,0,1,"t","moderate",1,"f","f","f",7,0
31800143,"within an hour",1,"t","f",37,"Queen Anne","Entire home/apt",1,4,1,1,2,"Real Bed",75,55,1,"f","moderate",0,"f","f","f",28,0
24088017,"within an hour",1,"t","f",10,"Capitol Hill","Entire home/apt",1,2,1,0,1,"Real Bed",90,50,1,"t","moderate",1,"f","f","f",24,0
10125020,"within an hour",1,"t","f",5,"Downtown","Entire home/apt",3,4,1,0,2,"Real Bed",180,50,1,"f","strict_14_with_grace_period",1,"t","f","f",23,3
28438983,"within an hour",1,"t","f",1,"Central Area","Entire home/apt",1,4,1,2,2,"Real Bed",120,75,1,"t","moderate",1,"f","f","f",24,0
902609,"within an hour",1,"t","t",1,"Delridge","Entire home/apt",1,3,1,1,1,"Real Bed",49,125,2,"t","moderate",1,"f","t","f",42,0
28448631,"within a few hours",1,"f","f",2,"Queen Anne","Entire home/apt",2,2,1,1,1,"Real Bed",115,45,2,"t","strict_14_with_grace_period",0,"f","f","f",28,0
27547511,"within a few hours",1,"t","f",2,"Northgate","Entire home/apt",4,4,1,2,2,"Real Bed",190,50,1,"t","flexible",1,"f","f","f",20,0
21079628,"within an hour",1,"t","f",10,"Queen Anne","Entire home/apt",2,3,1,1,2,"Real Bed",80,25,1,"f","moderate",1,"f","f","f",36,2
3434459,"within an hour",1,"t","t",2,"Other neighborhoods","Private room",1,1,1.5,1,1,"Real Bed",50,20,2,"f","moderate",1,"f","f","f",19,0
23309878,"within an hour",1,"t","t",2,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",145,75,1,"f","strict_14_with_grace_period",1,"t","f","f",34,5
14355314,"within an hour",1,"t","t",8,"Northgate","Private room",1,1,1,1,1,"Real Bed",45,15,2,"f","strict_14_with_grace_period",1,"f","f","f",14,0
28590150,"within an hour",1,"t","f",1,"Ballard","Entire home/apt",1,5,1.5,2,4,"Real Bed",65,60,1,"t","flexible",1,"f","f","f",38,0
16000287,"within an hour",1,"f","f",5,"Capitol Hill","Entire home/apt",4,6,1,2,3,"Real Bed",199,85,2,"t","moderate",0,"f","f","f",36,0
7363727,"within a day",1,"t","t",1,"Rainier Valley","Private room",1,2,1,1,1,"Real Bed",62,15,2,"f","moderate",1,"f","f","f",28,0
28275205,"within an hour",1,"f","f",1,"Capitol Hill","Entire home/apt",1,2,1,1,1,"Real Bed",73,25,2,"t","flexible",1,"f","f","f",13,0
15300784,"within an hour",1,"t","f",2,"Other neighborhoods","Entire home/apt",4,6,1,2,4,"Real Bed",99,65,2,"t","moderate",1,"f","f","f",74,0
18768310,"within an hour",1,"t","f",1,"Beacon Hill","Entire home/apt",2,3,1,0,2,"Real Bed",100,50,2,"f","moderate",1,"f","f","f",27,0
13823956,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",2,2,1,1,1,"Real Bed",133,40,1,"t","strict_14_with_grace_period",1,"f","f","f",28,0
24699886,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",179,79,3,"t","strict_14_with_grace_period",1,"t","f","f",12,3
15775151,"within an hour",1,"t","f",7,"Cascade","Entire home/apt",3,2,1,0,1,"Real Bed",275,0,1,"t","moderate",1,"f","f","f",27,4
20913442,"within an hour",1,"t","f",1,"Rainier Valley","Private room",1,2,1,1,1,"Real Bed",56,25,1,"t","moderate",1,"f","f","f",14,0
22799563,"within an hour",1,"f","f",8,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",40,50,2,"t","moderate",1,"f","f","f",31,0
24022914,"within an hour",1,"f","t",1,"Other neighborhoods","Entire home/apt",2,3,1,1,1,"Real Bed",119,35,2,"f","strict_14_with_grace_period",1,"f","f","f",31,0
19591463,"within an hour",1,"t","f",1,"Beacon Hill","Entire home/apt",2,4,1,1,1,"Real Bed",150,50,1,"t","moderate",1,"f","f","f",26,0
28914957,"within an hour",0.88,"f","f",2,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",85,0,2,"f","moderate",1,"f","f","f",19,4
17282959,"within an hour",1,"f","f",2,"Other neighborhoods","Entire home/apt",6,6,1,2,3,"Real Bed",150,140,1,"t","strict_14_with_grace_period",0,"f","f","f",45,0
7500976,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",2,6,1,2,2,"Real Bed",125,100,3,"f","strict_14_with_grace_period",1,"f","f","f",63,0
25002,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",2,4,1,1,2,"Real Bed",70,15,1,"t","flexible",1,"f","f","f",38,0
18811147,"within a few hours",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,5,1,2,2,"Real Bed",100,40,1,"f","moderate",1,"f","f","f",39,0
27345031,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",199,75,30,"f","strict_14_with_grace_period",1,"t","f","f",18,4
8310177,"within a day",1,"f","t",1,"Magnolia","Private room",6,6,1,3,3,"Real Bed",369,170,3,"f","strict_14_with_grace_period",1,"f","f","f",55,0
5549211,"within an hour",1,"t","f",9,"Ballard","Entire home/apt",2,4,1,1,2,"Real Bed",105,60,2,"t","moderate",1,"f","f","f",32,0
21560497,"within an hour",0.99,"f","f",1276,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",999,100,2,"t","strict_14_with_grace_period",0,"t","f","f",34,5
16220197,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",189,89,2,"t","strict",1,"t","f","f",27,3
4757025,"within an hour",1,"f","t",1,"Central Area","Entire home/apt",4,4,1,2,2,"Real Bed",168,45,1,"f","moderate",1,"f","f","f",23,0
28274802,"within an hour",1,"f","t",2,"Northgate","Entire home/apt",3,2,1,0,2,"Real Bed",89,40,3,"f","moderate",0,"f","f","f",25,0
8426827,"within an hour",1,"t","t",6,"Ballard","Entire home/apt",3,4,1,1,3,"Real Bed",115,95,3,"f","strict_14_with_grace_period",1,"f","f","f",47,0
21797343,"within an hour",1,"f","f",123,"Capitol Hill","Shared room",1,1,1,1,1,"Real Bed",20,15,1,"t","strict_14_with_grace_period",0,"f","f","f",9,0
7048843,"within an hour",1,"f","f",3,"Central Area","Private room",1,3,1,1,1,"Real Bed",55,25,1,"t","moderate",0,"f","f","f",20,0
28563844,"within an hour",1,"f","f",1,"Other neighborhoods","Private room",2,2,1,2,1,"Real Bed",55,35,1,"f","moderate",1,"f","f","f",26,0
27966220,"within a few hours",1,"t","t",2,"Northgate","Entire home/apt",1,6,2,0,1,"Real Bed",123,125,2,"t","strict_14_with_grace_period",0,"f","f","f",36,0
18855786,"within an hour",1,"t","f",1,"Magnolia","Entire home/apt",2,2,1,1,1,"Real Bed",129,40,1,"t","moderate",1,"f","f","f",29,0
22209817,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",275,89,2,"t","strict",0,"t","f","f",28,4
23001080,"within an hour",1,"t","t",4,"Rainier Valley","Private room",1,2,1,1,1,"Real Bed",40,20,1,"f","moderate",1,"f","f","f",66,0
24373647,"within an hour",1,"t","t",1,"Delridge","Entire home/apt",2,2,1,1,1,"Real Bed",100,50,2,"f","strict_14_with_grace_period",1,"f","t","f",43,0
23505352,"within an hour",1,"f","t",1,"Seward Park","Entire home/apt",2,4,1,2,2,"Real Bed",80,40,3,"f","flexible",1,"f","f","f",24,0
4364624,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",2,4,1,0,1,"Real Bed",100,40,2,"t","strict_14_with_grace_period",1,"f","f","f",40,0
21162392,"within an hour",1,"f","f",8,"Central Area","Entire home/apt",1,2,1,0,1,"Real Bed",88,35,1,"t","moderate",0,"f","f","f",26,0
1950012,"within an hour",1,"f","t",1,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",50,0,1,"f","flexible",1,"f","f","f",7,0
21730472,"within an hour",1,"t","t",4,"Rainier Valley","Private room",1,1,1,1,1,"Real Bed",38,20,2,"f","moderate",1,"f","f","f",32,0
23541178,"within an hour",1,"f","f",1,"Other neighborhoods","Entire home/apt",4,4,1,1,2,"Real Bed",120,85,2,"t","flexible",1,"f","f","f",20,0
7807268,"within an hour",0.99,"f","f",1276,"Downtown","Entire home/apt",1,5,2,2,3,"Real Bed",999,99,2,"t","strict_14_with_grace_period",1,"t","f","f",34,5
22947792,"within an hour",1,"f","f",50,"Northgate","Entire home/apt",2,2,1,0,1,"Real Bed",168,198,2,"t","super_strict_30",1,"f","f","f",17,0
18657190,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",2,4,1,1,1,"Real Bed",95,20,2,"f","flexible",1,"f","f","f",26,0
31627805,"within an hour",1,"t","f",13,"Capitol Hill","Entire home/apt",2,2,1,1,1,"Real Bed",105,100,2,"t","flexible",1,"f","f","f",30,1
14674858,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",3,2,1,2,2,"Real Bed",99,75,1,"f","moderate",1,"f","f","f",31,0
31809233,"within an hour",1,"f","f",12,"Beacon Hill","Entire home/apt",3,3,1,2,2,"Real Bed",10,25,1,"t","flexible",1,"f","f","f",24,0
21366186,"within an hour",1,"t","f",1,"Queen Anne","Entire home/apt",2,12,2.5,5,6,"Real Bed",350,175,2,"f","moderate",1,"f","f","f",25,0
27555332,"within an hour",1,"t","f",1,"Beacon Hill","Entire home/apt",1,2,1,0,0,"Real Bed",145,50,2,"f","moderate",1,"f","f","f",35,0
25428030,"within an hour",1,"f","f",1,"Downtown","Private room",1,3,1,1,1,"Real Bed",55,25,30,"f","strict_14_with_grace_period",0,"t","f","f",19,3
20214304,"within an hour",1,"t","f",1,"Rainier Valley","Entire home/apt",1,2,1,0,1,"Real Bed",80,30,1,"t","moderate",1,"f","f","f",40,0
12874620,"within an hour",0.9,"f","f",4,"Downtown","Entire home/apt",3,4,1,1,2,"Real Bed",99,65,2,"t","strict_14_with_grace_period",1,"t","f","f",48,5
19785994,"within an hour",0.99,"f","f",81,"Downtown","Entire home/apt",10,10,2.5,3,6,"Real Bed",497,195,1,"t","super_strict_30",1,"t","f","f",22,5
17959731,"within an hour",0.99,"f","f",8,"Downtown","Entire home/apt",1,7,1,3,4,"Real Bed",350,0,1,"t","strict_14_with_grace_period",1,"t","f","f",11,3
953595,"within an hour",1,"t","t",5,"Queen Anne","Entire home/apt",1,4,1,1,2,"Real Bed",150,50,2,"f","flexible",1,"f","f","f",44,1
14041569,"within an hour",1,"t","f",1,"Magnolia","Entire home/apt",1,6,1,2,3,"Real Bed",145,100,2,"t","moderate",1,"f","f","f",36,0
20139775,"within an hour",0.8,"t","t",3,"Queen Anne","Entire home/apt",4,6,2.5,3,3,"Real Bed",395,300,90,"t","strict_14_with_grace_period",1,"f","f","f",36,0
14717074,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",2,5,1,1,3,"Real Bed",100,70,2,"t","moderate",1,"f","f","f",63,0
26116,"within an hour",1,"f","f",5,"Capitol Hill","Entire home/apt",2,4,1,2,2,"Real Bed",259,100,2,"t","strict_14_with_grace_period",1,"f","f","f",27,2
23981287,"within a few hours",0.88,"f","t",1,"Northgate","Entire home/apt",2,3,1,1,1,"Real Bed",89,50,2,"f","strict_14_with_grace_period",1,"f","f","f",26,0
19786040,"within an hour",0.99,"f","f",81,"Downtown","Entire home/apt",4,4,1.5,1,2,"Real Bed",112,125,1,"t","super_strict_30",1,"t","f","f",24,5
132120,"within a few hours",1,"f","t",1,"Other neighborhoods","Entire home/apt",2,4,1,1,1,"Real Bed",110,40,2,"f","moderate",1,"f","f","f",19,0
4024844,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",2,4,1,1,1,"Real Bed",80,40,1,"f","moderate",1,"f","f","f",25,0
3372535,"within an hour",1,"t","t",2,"Seward Park","Private room",1,2,1,1,1,"Real Bed",40,60,6,"t","strict_14_with_grace_period",1,"f","f","f",45,0
28411010,"within an hour",1,"t","f",4,"Capitol Hill","Entire home/apt",2,3,1,1,1,"Real Bed",200,50,1,"t","moderate",1,"f","f","f",38,0
25747200,"within an hour",0.98,"f","f",61,"Downtown","Entire home/apt",2,6,2,2,3,"Real Bed",250,200,6,"f","strict_14_with_grace_period",0,"t","f","f",42,4
21879544,"within an hour",0.97,"f","f",2,"Capitol Hill","Entire home/apt",1,5,2,2,3,"Real Bed",225,60,2,"t","flexible",1,"f","f","f",20,0
28737255,"within an hour",1,"f","t",3,"Magnolia","Entire home/apt",3,7,1,0,5,"Real Bed",45,50,2,"f","strict_14_with_grace_period",0,"f","f","f",65,0
19094378,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",4,6,2.5,2,4,"Real Bed",380,175,2,"f","strict_14_with_grace_period",1,"f","f","f",28,0
25053046,"within an hour",1,"t","t",2,"Ballard","Entire home/apt",1,5,1.5,2,2,"Real Bed",379,150,3,"f","strict_14_with_grace_period",1,"f","f","f",43,0
9054035,"within an hour",1,"f","f",1,"Cascade","Entire home/apt",2,2,1,0,1,"Real Bed",65,50,1,"t","flexible",1,"f","f","f",20,0
4223597,"within an hour",1,"f","f",3,"Capitol Hill","Entire home/apt",1,4,2,2,2,"Real Bed",195,95,3,"t","strict_14_with_grace_period",1,"f","f","f",19,0
29372096,"within an hour",1,"f","f",1,"West Seattle","Entire home/apt",2,4,1,0,2,"Real Bed",110,40,2,"t","moderate",1,"f","f","f",23,0
23073438,"within an hour",1,"f","f",3,"Downtown","Entire home/apt",3,4,1,0,1,"Real Bed",110,65,1,"t","strict_14_with_grace_period",0,"t","f","f",21,5
30110410,"within an hour",1,"t","f",1,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",39,20,1,"t","flexible",1,"f","f","f",16,0
22307367,"within an hour",1,"t","t",1,"Downtown","Entire home/apt",2,2,1,1,1,"Real Bed",96,80,30,"f","moderate",1,"t","f","f",53,5
6202985,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",1,3,1,1,1,"Real Bed",90,35,1,"f","moderate",1,"f","f","f",29,0
23287672,"within an hour",1,"f","f",123,"Capitol Hill","Private room",1,2,1.5,1,1,"Real Bed",80,25,1,"t","strict_14_with_grace_period",0,"f","f","f",12,0
31670128,"within an hour",1,"t","f",37,"Other neighborhoods","Entire home/apt",1,6,1,2,3,"Real Bed",70,60,1,"f","moderate",1,"f","f","f",21,0
16133111,"within an hour",1,"t","t",1,"Delridge","Private room",2,2,1,1,1,"Real Bed",67,20,2,"f","moderate",1,"f","t","f",54,0
5470629,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",2,2,1,1,1,"Real Bed",115,65,3,"t","moderate",1,"f","f","f",48,0
9331449,"within an hour",1,"f","t",4,"Ballard","Entire home/apt",2,4,1.5,1,1,"Real Bed",56,75,1,"f","strict_14_with_grace_period",1,"f","f","f",17,0
15301408,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",200,75,3,"t","strict_14_with_grace_period",1,"t","f","f",21,6
22818043,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",100,75,2,"t","flexible",1,"f","f","f",39,2
31021801,"within an hour",1,"f","f",5,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",40,20,1,"t","strict_14_with_grace_period",0,"f","f","f",8,0
7239217,"within a few hours",1,"t","t",1,"Delridge","Entire home/apt",2,4,1,0,2,"Real Bed",85,100,1,"t","strict_14_with_grace_period",1,"f","t","f",23,0
13099841,"within an hour",1,"f","t",1,"West Seattle","Entire home/apt",2,2,1,1,1,"Real Bed",85,20,1,"t","flexible",1,"f","f","f",40,0
10906361,"within a few hours",1,"f","t",57,"University District","Shared room",1,1,1,1,1,"Real Bed",43,75,4,"f","strict_14_with_grace_period",0,"f","f","f",22,0
13173803,"within an hour",1,"t","t",1,"Lake City","Entire home/apt",2,4,1,1,3,"Real Bed",75,50,1,"t","strict_14_with_grace_period",1,"f","f","t",34,0
16638438,"within an hour",1,"f","t",1,"Beacon Hill","Entire home/apt",2,5,1,2,3,"Real Bed",66,60,1,"t","moderate",1,"f","f","f",35,0
25457326,"within an hour",1,"t","f",1,"Central Area","Private room",1,2,1,1,1,"Real Bed",80,10,2,"f","moderate",1,"f","f","f",30,0
29510156,"within an hour",1,"f","t",1,"Beacon Hill","Entire home/apt",2,3,1,1,2,"Real Bed",85,55,2,"f","flexible",1,"f","f","f",34,0
17184481,"within an hour",0.98,"f","f",20,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",141,77,1,"t","strict_14_with_grace_period",1,"t","f","f",33,5
