"","X","id","host_is_superhost","host_response_rate","host_response_time","host_listings_count","host_identity_verified","accommodates","property_type","room_type","guests_included","bathrooms","bedrooms","beds","bed_type","cleaning_fee","minimum_nights","maximum_nights","instant_bookable","cancellation_policy","price","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
"787",3526,16353693,"t",1,"within an hour",4,"f",8,"Condominium","Entire home/apt",1,1,2,5,"Real Bed",90,3,29,"t","moderate",125,1,0,0,49,3
"788",5693,22385671,"f",1,"within a few hours",3,"t",7,"House","Entire home/apt",3,1,2,4,"Real Bed",50,2,1125,"f","flexible",100,0,0,0,21,0
"789",4516,19786065,"f",0.99,"within an hour",81,"f",8,"House","Entire home/apt",8,2,3,5,"Real Bed",215,1,365,"t","super_strict_30",208,0,0,0,22,0
"790",831,4250367,"f",1,"within a few hours",9,"t",7,"House","Entire home/apt",1,4,3,3,"Real Bed",200,2,1125,"f","flexible",600,0,0,0,32,3
"791",4228,18919033,"f",1,"within an hour",4,"t",2,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",50,3,1125,"f","strict_14_with_grace_period",85,1,0,0,21,3
"792",2731,13466581,"f",1,"within an hour",3,"t",2,"House","Private room",1,1,1,1,"Real Bed",10,1,1125,"f","flexible",100,0,0,0,20,0
"793",5263,21624979,"f",1,"within an hour",1292,"f",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,365,"t","strict_14_with_grace_period",1002,1,0,0,20,5
"794",1767,8717068,"t",1,"within an hour",1,"t",2,"Other","Entire home/apt",1,1,0,1,"Futon",10,2,1124,"f","moderate",65,0,0,1,35,0
"795",5548,22208740,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",129,2,1125,"t","strict",350,1,0,0,21,5
"796",3155,14838632,"t",1,"within an hour",1,"f",4,"House","Private room",2,1,1,2,"Real Bed",25,1,28,"t","strict_14_with_grace_period",115,0,0,0,27,0
"797",5286,21683972,"t",1,"within an hour",2,"t",6,"House","Entire home/apt",4,3,3,4,"Real Bed",75,4,20,"t","strict_14_with_grace_period",200,0,0,0,25,0
"798",790,4025954,"t",1,"within a few hours",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",25,2,1125,"f","flexible",90,0,0,0,18,0
"799",6316,24253149,"f",1,"within a day",1,"f",8,"House","Entire home/apt",1,3,4,4,"Real Bed",100,3,1125,"t","moderate",100,0,0,1,29,0
"800",3949,18094893,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",119,1,0,0,25,3
"801",3254,15288743,"f",1,"within an hour",2,"f",4,"Guest suite","Entire home/apt",2,1.5,2,2,"Real Bed",50,2,30,"t","flexible",120,0,0,0,43,0
"802",1325,6913706,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",229,0,0,0,25,5
"803",7382,28025774,"f",1,"within an hour",123,"f",2,"House","Private room",1,2,1,1,"Real Bed",20,1,21,"t","strict_14_with_grace_period",50,0,0,0,9,0
"804",6742,25683001,"t",1,"within an hour",2,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",20,1,1125,"f","moderate",80,0,0,0,25,0
"805",2347,12068660,"t",1,"within an hour",2,"t",2,"Other","Private room",1,1,1,1,"Real Bed",50,1,29,"f","moderate",50,0,0,0,30,0
"806",7971,30156217,"f",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",0,1,7,"t","moderate",58,0,0,0,15,0
"807",2264,11590752,"t",1,"within a few hours",1,"t",8,"Other","Entire home/apt",8,2.5,4,5,"Real Bed",330,2,31,"f","strict_14_with_grace_period",349,0,0,0,24,0
"808",2436,12510231,"t",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",2,1,0,1,"Real Bed",50,2,1125,"t","moderate",99,0,0,0,22,0
"809",1951,9611409,"t",0.97,"within an hour",2,"t",2,"House","Entire home/apt",1,1,1,1,"Real Bed",35,1,14,"t","moderate",79,0,0,0,30,0
"810",4541,19862672,"t",1,"within an hour",1,"f",6,"House","Entire home/apt",6,2.5,3,4,"Real Bed",185,6,90,"f","strict_14_with_grace_period",239,0,0,0,43,0
"811",2879,13796800,"f",1,"within a few hours",57,"t",1,"House","Shared room",1,3.5,1,1,"Real Bed",75,4,90,"f","strict_14_with_grace_period",40,0,0,0,22,0
"812",7950,30095840,"t",1,"within an hour",11,"f",4,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",65,1,1125,"t","strict_14_with_grace_period",150,1,0,0,20,6
"813",8098,30696783,"f",1,"within an hour",1,"f",2,"House","Entire home/apt",1,1,1,1,"Real Bed",100,3,1125,"f","flexible",80,0,1,0,17,0
"814",2862,13771896,"f",1,"within an hour",2,"t",1,"Apartment","Private room",1,1,1,1,"Pull-out Sofa",30,3,1125,"f","flexible",49,0,0,0,12,0
"815",6993,26594120,"f",1,"within an hour",3,"f",8,"House","Entire home/apt",6,1,2,6,"Real Bed",80,1,1125,"t","strict_14_with_grace_period",288,0,0,0,38,0
"816",3575,16602606,"t",1,"within an hour",8,"f",1,"House","Private room",1,1,1,1,"Real Bed",10,7,29,"f","moderate",52,0,0,0,31,0
"817",3571,16578685,"t",1,"within a few hours",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",50,1,1125,"f","flexible",70,0,0,0,30,0
"818",5946,23080440,"f",0.97,"within an hour",14,"t",12,"House","Entire home/apt",12,3,4,9,"Real Bed",100,1,1125,"t","strict_14_with_grace_period",475,0,0,0,26,0
"819",4891,20803201,"t",1,"within an hour",7,"t",6,"House","Entire home/apt",4,2,2,3,"Real Bed",110,2,1125,"f","strict_14_with_grace_period",250,0,0,0,34,1
"820",4820,20622281,"f",1,"within an hour",5,"t",1,"House","Private room",1,1,1,1,"Real Bed",25,1,42,"t","moderate",35,0,0,0,28,0
"821",4540,19849588,"t",1,"within a few hours",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",50,2,15,"f","flexible",125,0,0,0,23,0
"822",2688,13332139,"f",1,"within an hour",18,"f",6,"Apartment","Entire home/apt",1,2,3,4,"Real Bed",190,3,1124,"t","strict_14_with_grace_period",300,0,0,0,39,0
"823",4004,18275884,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,2,1125,"t","strict",330,1,0,0,28,3
"824",3105,14652577,"f",1,"within an hour",1,"t",3,"House","Entire home/apt",3,1,2,2,"Real Bed",100,2,15,"f","strict_14_with_grace_period",150,0,0,0,39,0
"825",2373,12193458,"f",0.82,"within a few hours",1,"t",14,"House","Entire home/apt",1,2,4,7,"Real Bed",180,1,1125,"f","strict_14_with_grace_period",249,0,0,0,24,0
"826",7458,28303515,"f",1,"within an hour",2,"f",4,"House","Entire home/apt",2,1,2,2,"Real Bed",40,1,1125,"t","moderate",110,0,0,0,35,0
"827",5060,21177098,"f",1,"within an hour",1,"f",2,"Townhouse","Private room",1,1,1,1,"Real Bed",0,2,1125,"t","moderate",200,0,0,0,29,2
"828",757,3888924,"f",1,"within a few hours",57,"t",1,"House","Shared room",1,3.5,1,1,"Real Bed",75,4,90,"f","strict_14_with_grace_period",45,0,0,0,28,0
"829",4680,20239039,"t",1,"within an hour",5,"f",3,"House","Private room",3,1.5,1,2,"Real Bed",50,1,20,"f","strict_14_with_grace_period",92,0,0,0,24,0
"830",2049,10266102,"t",1,"within a few hours",1,"f",6,"House","Entire home/apt",6,2,3,4,"Real Bed",100,2,1125,"f","strict_14_with_grace_period",300,0,0,0,25,0
"831",3578,16603284,"t",0.75,"within a day",3,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",100,28,1125,"f","strict_14_with_grace_period",165,1,0,0,19,3
"832",6700,25485508,"f",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",50,2,1125,"t","strict_14_with_grace_period",101,0,0,0,10,0
"833",6805,25898095,"t",1,"within an hour",1,"f",6,"Townhouse","Entire home/apt",4,2.5,2,2,"Real Bed",100,1,1125,"f","moderate",191,0,0,0,36,0
"834",6881,26135947,"f",1,"within an hour",1,"f",3,"Guest suite","Entire home/apt",4,1,2,2,"Real Bed",25,2,1000,"t","flexible",105,0,0,0,28,0
"835",1896,9367465,"t",1,"within an hour",2,"t",4,"House","Entire home/apt",2,1,1,3,"Real Bed",50,2,31,"t","moderate",120,0,0,0,20,0
"836",4464,19738365,"f",0.86,"within an hour",3,"f",1,"House","Private room",1,3,1,1,"Real Bed",60,10,30,"f","strict_14_with_grace_period",20,0,0,0,46,0
"837",1813,9011350,"f",1,"within an hour",40,"f",2,"Other","Private room",1,1,0,1,"Real Bed",0,1,1125,"t","moderate",59,0,0,0,23,0
"838",1851,9157232,"f",1,"within an hour",3,"t",1,"House","Private room",1,2,1,1,"Real Bed",15,5,1125,"f","moderate",49,0,0,0,13,0
"839",6168,23881678,"t",1,"within a few hours",3,"t",2,"House","Private room",1,1,1,2,"Real Bed",20,2,150,"t","strict_14_with_grace_period",89,0,0,0,17,0
"840",914,4669377,"t",0.94,"within a few hours",6,"t",5,"Condominium","Entire home/apt",1,1,1,2,"Real Bed",95,2,365,"f","strict_14_with_grace_period",175,1,0,0,20,5
"841",5174,21439143,"f",1,"within an hour",2,"f",4,"Apartment","Entire home/apt",2,1.5,2,2,"Real Bed",175,2,1125,"f","moderate",229,0,0,0,36,0
"842",3728,17243214,"f",1,"within an hour",3,"t",6,"Townhouse","Entire home/apt",1,1.5,2,2,"Real Bed",80,1,1125,"t","strict_14_with_grace_period",160,0,0,0,35,0
"843",5546,22208711,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",199,1,0,0,21,5
"844",708,3679617,"f",0.92,"within an hour",51,"t",4,"Apartment","Entire home/apt",1,1,0,2,"Real Bed",65,1,1125,"t","moderate",94,0,0,0,29,0
"845",8118,30801156,"f",1,"within an hour",1,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",15,2,10,"t","flexible",60,0,1,0,37,0
"846",2625,13169129,"f",1,"within an hour",13,"t",2,"House","Private room",1,3,1,1,"Real Bed",25,1,1125,"t","flexible",85,0,1,0,25,0
"847",3342,15625389,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,0,2,"Real Bed",35,2,30,"t","strict_14_with_grace_period",90,0,0,0,22,0
"848",1160,6226804,"t",1,"within an hour",3,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",30,30,300,"f","strict_14_with_grace_period",68,0,0,0,14,0
"849",4678,20236793,"t",1,"within an hour",2,"t",2,"House","Entire home/apt",2,1,1,1,"Real Bed",25,2,14,"t","strict_14_with_grace_period",150,0,0,0,27,0
"850",8364,31880839,"f",1,"within a few hours",2,"f",4,"House","Entire home/apt",2,2,2,2,"Real Bed",125,5,45,"f","moderate",125,0,0,0,45,0
"851",2924,13908739,"t",1,"within an hour",2,"t",3,"House","Entire home/apt",2,1,1,1,"Real Bed",25,2,93,"t","moderate",70,0,0,0,30,0
"852",6358,24412544,"t",1,"within an hour",3,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",40,2,1125,"t","flexible",105,1,0,0,31,5
"853",5307,21712755,"f",1,"within an hour",100,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,2,1125,"t","strict_14_with_grace_period",195,1,0,0,32,2
"854",4415,19590951,"t",1,"within an hour",42,"t",4,"Condominium","Entire home/apt",1,1,1,1,"Real Bed",115,2,180,"f","strict_14_with_grace_period",100,1,0,0,50,5
"855",8231,31365186,"f",1,"within an hour",1,"f",5,"House","Entire home/apt",2,1,2,3,"Real Bed",65,1,31,"t","moderate",130,0,0,0,20,0
"856",8359,31866963,"f",0.92,"within an hour",14,"f",4,"Apartment","Entire home/apt",4,2,2,4,"Real Bed",85,1,1125,"t","flexible",205,0,0,0,16,0
"857",381,1599010,"f",0.92,"within an hour",51,"t",3,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",60,1,1125,"f","moderate",75,0,0,0,16,0
"858",7672,29085059,"f",1,"within an hour",1,"f",3,"House","Entire home/apt",1,1,2,2,"Real Bed",0,3,10,"t","flexible",150,0,0,0,17,0
"859",1863,9231524,"t",1,"within an hour",5,"f",4,"Other","Entire home/apt",1,1.5,1,1,"Real Bed",99,1,10,"f","strict_14_with_grace_period",169,0,0,0,46,3
"860",6708,25510353,"t",0.95,"within an hour",3,"f",5,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",75,2,1125,"t","moderate",159,0,0,0,39,0
"861",5681,22354353,"f",1,"within an hour",7,"f",2,"Other","Entire home/apt",1,1,0,2,"Real Bed",60,1,29,"t","moderate",49,0,0,0,32,0
"862",5520,22195572,"t",1,"within a few hours",1,"t",6,"House","Entire home/apt",4,2,3,4,"Real Bed",70,3,31,"f","strict_14_with_grace_period",150,0,0,0,48,0
"863",6167,23881540,"f",1,"within an hour",1,"f",8,"Townhouse","Entire home/apt",1,2.5,3,5,"Real Bed",150,2,1125,"f","strict_14_with_grace_period",350,0,0,0,30,0
"864",6572,25055857,"t",1,"within an hour",1,"t",5,"Condominium","Entire home/apt",2,1,2,3,"Real Bed",99,3,1125,"f","moderate",225,1,0,0,57,5
"865",7816,29552272,"f",1,"within an hour",50,"f",2,"Other","Entire home/apt",2,1,1,1,"Real Bed",164,2,1125,"t","super_strict_30",114,0,0,0,17,0
"866",2042,10247077,"t",1,"within an hour",2,"t",1,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",30,7,200,"t","strict_14_with_grace_period",65,0,0,0,28,0
"867",3821,17666625,"f",1,"within an hour",1,"f",4,"House","Private room",1,1,2,2,"Real Bed",30,2,1125,"t","flexible",65,0,0,0,20,0
"868",3210,15067091,"f",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",60,3,1125,"t","moderate",94,1,0,0,35,1
"869",740,3812957,"t",1,"within an hour",1,"t",5,"House","Entire home/apt",3,1,1,4,"Real Bed",52,7,7,"f","moderate",181,0,0,0,45,0
"870",2830,13696391,"f",0.56,"within a day",4,"t",8,"House","Entire home/apt",3,2.5,3,3,"Pull-out Sofa",250,1,1125,"t","strict_14_with_grace_period",300,0,0,0,25,0
"871",2193,11229199,"t",1,"within an hour",1,"t",2,"House","Private room",2,1,1,1,"Real Bed",0,1,1125,"t","flexible",89,0,0,0,31,0
"872",187,657257,"f",1,"within a day",1,"f",4,"Guest suite","Entire home/apt",4,1,1,1,"Real Bed",100,2,5,"f","strict_14_with_grace_period",140,0,0,0,37,0
"873",7669,29073736,"f",1,"within an hour",12,"f",2,"House","Private room",2,1,1,1,"Real Bed",15,1,100,"t","flexible",45,0,0,0,26,0
"874",1042,5470629,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",65,3,1125,"t","moderate",115,0,0,0,48,0
"875",2586,13078053,"t",1,"within an hour",1,"t",6,"House","Entire home/apt",1,2,3,3,"Real Bed",170,3,1125,"f","strict_14_with_grace_period",85,0,0,0,39,0
"876",7803,29510156,"f",1,"within an hour",1,"t",3,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",55,2,1125,"f","flexible",85,0,0,0,34,0
"877",2384,12233882,"f",1,"within an hour",15,"t",2,"House","Private room",1,1,1,1,"Real Bed",0,1,1125,"t","moderate",85,0,0,0,19,0
"878",2895,13823956,"t",1,"within an hour",1,"t",2,"House","Entire home/apt",2,1,1,1,"Real Bed",40,1,30,"t","strict_14_with_grace_period",133,0,0,0,28,0
"879",2869,13785871,"f",1,"within a few hours",57,"t",2,"House","Shared room",1,3.5,1,2,"Real Bed",90,2,1125,"f","strict_14_with_grace_period",96,0,0,0,22,0
"880",2651,13234231,"f",1,"within an hour",1,"f",6,"House","Entire home/apt",1,1,2,4,"Real Bed",30,1,28,"t","flexible",43,0,0,0,45,0
"881",5989,23278753,"t",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",45,1,60,"t","strict_14_with_grace_period",54,0,0,0,29,1
"882",166,566435,"t",0.9,"within a few hours",4,"t",2,"House","Private room",2,4,1,1,"Real Bed",40,2,365,"t","flexible",80,0,0,0,35,0
"883",4057,18409620,"t",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",15,2,1125,"f","moderate",66,0,0,0,29,0
"884",844,4324917,"t",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",35,2,1125,"t","moderate",75,0,0,0,19,2
"885",2024,10054747,"t",1,"within an hour",1,"t",3,"Guest suite","Entire home/apt",2,1,0,2,"Real Bed",50,2,30,"f","flexible",95,0,0,0,40,0
"886",2451,12572643,"t",1,"within an hour",1,"t",2,"House","Private room",1,1,1,1,"Real Bed",19,3,29,"f","strict_14_with_grace_period",59,0,0,0,39,0
"887",4660,20176915,"t",1,"within an hour",1,"t",6,"Apartment","Entire home/apt",2,1,2,2,"Real Bed",120,3,88,"f","strict_14_with_grace_period",175,1,0,0,34,3
"888",109,311790,"f",1,"within an hour",2,"t",1,"Apartment","Private room",1,1,1,1,"Real Bed",20,1,1,"f","strict_14_with_grace_period",50,0,0,0,11,0
"889",1625,8053396,"t",1,"within an hour",4,"t",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",68,2,1125,"t","strict_14_with_grace_period",99,1,0,0,34,5
"890",5580,22210598,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",250,1,0,0,27,3
"891",1139,6127974,"f",1,"within an hour",2,"t",2,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",0,3,35,"t","moderate",88,0,0,0,17,0
"892",2523,12905876,"t",1,"within an hour",1,"t",4,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",50,3,1124,"t","moderate",75,0,0,0,25,0
"893",1700,8372568,"f",1,"within an hour",3,"t",5,"Townhouse","Entire home/apt",2,1.5,2,3,"Real Bed",100,3,181,"f","strict_14_with_grace_period",145,0,0,0,40,0
"894",5316,21724500,"f",1,"within an hour",2,"f",6,"House","Entire home/apt",4,2.5,4,4,"Real Bed",100,2,1125,"f","moderate",143,0,0,0,36,0
"895",7679,29107259,"t",1,"within an hour",3,"f",2,"House","Private room",1,1,1,1,"Real Bed",25,1,30,"t","moderate",75,0,0,0,23,0
"896",48,107962,"t",1,"within a few hours",1,"t",2,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",0,2,29,"f","flexible",120,0,0,0,31,0
"897",6675,25381145,"t",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",1,1,1,2,"Real Bed",60,2,14,"t","flexible",100,0,0,0,42,0
"898",5175,21440119,"f",1,"within a day",1,"t",6,"House","Entire home/apt",1,2.5,4,5,"Real Bed",150,3,1125,"f","flexible",250,0,0,0,20,0
"899",7238,27490605,"f",1,"within a few hours",1,"t",3,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",30,2,7,"f","flexible",115,1,0,0,11,3
"900",3414,15900957,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",229,0,0,0,25,5
"901",6898,26197440,"t",1,"within an hour",3,"f",4,"Other","Entire home/apt",1,2,2,2,"Real Bed",80,3,31,"f","strict_14_with_grace_period",200,0,0,0,25,0
"902",6732,25624096,"f",1,"within an hour",1,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",50,1,6,"t","moderate",259,1,0,0,31,3
"903",1739,8538420,"t",1,"within a few hours",3,"f",4,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,7,1125,"t","flexible",175,0,0,0,22,0
"904",2754,13533117,"t",1,"within a few hours",1,"t",6,"Apartment","Entire home/apt",3,1,2,3,"Real Bed",75,3,90,"t","flexible",127,0,0,0,61,0
"905",1305,6831239,"f",1,"within an hour",3,"f",1,"House","Private room",1,1,1,1,"Real Bed",10,2,100,"f","moderate",38,0,0,0,37,0
"906",596,3050140,"t",1,"within an hour",2,"t",2,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",50,3,90,"f","moderate",79,0,0,0,25,0
"907",1561,7823623,"f",1,"within a few hours",3,"t",8,"House","Entire home/apt",3,1.5,3,5,"Real Bed",110,10,1125,"f","strict_14_with_grace_period",100,0,0,0,19,0
"908",6087,23673630,"t",0.93,"within an hour",1,"f",7,"House","Entire home/apt",1,2.5,3,4,"Real Bed",135,1,1125,"t","strict_14_with_grace_period",250,0,0,0,21,0
"909",346,1484595,"f",0.92,"within an hour",51,"t",3,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",60,2,1125,"t","moderate",85,0,0,0,20,0
"910",2669,13281972,"f",0.98,"within an hour",21,"f",4,"Condominium","Entire home/apt",2,1,0,3,"Real Bed",65,1,27,"t","strict_14_with_grace_period",159,1,0,0,23,5
"911",4619,20051149,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,7,120,"f","strict_14_with_grace_period",200,1,0,0,12,5
"912",7554,28585872,"f",1,"within an hour",2,"t",3,"House","Private room",1,1,1,2,"Airbed",10,2,45,"f","flexible",45,0,0,0,28,0
"913",6326,24305480,"t",1,"within a day",1,"t",3,"House","Private room",2,1,1,1,"Real Bed",15,1,2,"t","flexible",45,0,1,0,23,0
"914",5,9460,"t",1,"within an hour",4,"f",2,"Condominium","Private room",1,1,1,1,"Real Bed",45,3,29,"t","moderate",79,1,0,0,54,3
"915",1245,6621924,"t",1,"within a few hours",2,"f",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",50,3,40,"f","flexible",114,0,0,0,20,0
"916",552,2731253,"t",1,"within an hour",2,"t",2,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",0,3,1125,"f","moderate",139,0,0,0,17,0
"917",3738,17302254,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,2,1125,"t","strict",350,1,0,0,17,5
"918",2785,13606672,"t",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",75,2,90,"t","moderate",175,0,0,0,21,0
"919",2354,12113826,"f",0.97,"within a few hours",5,"t",8,"Other","Shared room",1,8,1,8,"Real Bed",6,1,7,"f","flexible",39,1,0,0,21,5
"920",2311,11847035,"f",0.99,"within an hour",1596,"t",6,"Condominium","Entire home/apt",1,2,2,3,"Real Bed",49,1,1125,"f","strict_14_with_grace_period",259,1,0,0,40,4
"921",7491,28403400,"t",1,"within an hour",9,"t",4,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",50,1,1125,"t","strict_14_with_grace_period",79,1,0,0,28,1
"922",487,2291123,"f",1,"within a few hours",302,"t",4,"Condominium","Entire home/apt",1,0.5,1,2,"Real Bed",0,1,28,"f","strict_14_with_grace_period",186,1,0,0,14,4
"923",4189,18808283,"f",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",2,1,2,2,"Real Bed",100,7,150,"f","moderate",99,0,0,0,33,0
"924",1632,8080939,"t",1,"within an hour",6,"t",6,"Apartment","Entire home/apt",1,1,2,3,"Real Bed",85,2,180,"f","strict_14_with_grace_period",180,0,0,0,20,0
"925",2319,11913478,"f",1,"within an hour",5,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",50,1,1125,"t","strict_14_with_grace_period",115,0,0,0,24,0
"926",6747,25725786,"f",1,"within an hour",1,"f",6,"House","Entire home/apt",1,2.5,3,3,"Real Bed",50,2,21,"f","flexible",325,0,1,0,26,0
"927",4957,20961349,"t",0.93,"within an hour",5,"f",5,"Apartment","Entire home/apt",1,2,2,3,"Real Bed",125,2,1125,"t","moderate",325,0,0,0,47,1
"928",4253,19039326,"t",1,"within an hour",3,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",25,1,1125,"f","flexible",45,0,1,0,24,0
"929",6434,24698044,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,1,1125,"t","flexible",150,0,0,0,35,1
"930",2270,11610147,"t",1,"within a few hours",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,3,1125,"t","moderate",85,0,0,0,22,0
"931",6341,24359518,"t",1,"within an hour",1,"f",6,"Townhouse","Entire home/apt",4,1.5,2,4,"Real Bed",125,2,1125,"t","moderate",156,0,0,0,28,0
"932",4858,20690887,"f",1,"within an hour",1,"f",6,"Townhouse","Entire home/apt",5,2.5,3,3,"Real Bed",217,2,1125,"f","moderate",385,0,0,0,58,0
"933",7022,26721802,"f",1,"within a few hours",1,"f",2,"Condominium","Entire home/apt",1,1,1,1,"Real Bed",0,30,1125,"f","flexible",122,0,0,0,31,0
"934",5227,21552386,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,1,1125,"t","strict_14_with_grace_period",135,1,0,0,16,3
"935",2926,13913655,"t",1,"within an hour",1,"t",5,"Guest suite","Entire home/apt",2,1,2,3,"Real Bed",59,2,27,"f","strict_14_with_grace_period",86,0,0,0,54,0
"936",1973,9814002,"t",1,"within an hour",2,"t",2,"Guesthouse","Entire home/apt",2,1,1,1,"Real Bed",50,2,30,"t","moderate",90,0,0,0,27,0
"937",6208,23980217,"f",0.8,"within an hour",8,"f",4,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",65,1,120,"t","moderate",149,0,0,0,30,0
"938",7727,29240961,"t",1,"within an hour",2,"f",4,"Apartment","Entire home/apt",3,1,1,3,"Real Bed",15,2,1125,"t","moderate",147,1,0,0,49,5
"939",4069,18444403,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,21,1125,"t","strict",159,0,0,0,24,3
"940",3644,16872241,"t",1,"within an hour",2,"f",2,"House","Private room",2,1.5,1,1,"Real Bed",20,1,90,"t","strict_14_with_grace_period",70,0,0,0,47,0
"941",7886,29858843,"f",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",25,1,14,"t","flexible",75,0,0,0,33,0
"942",7146,27252831,"f",1,"within an hour",50,"f",8,"House","Entire home/apt",8,3.5,3,4,"Real Bed",254,2,1125,"t","super_strict_30",197,0,0,0,19,0
"943",1345,7005538,"f",1,"within an hour",1,"t",10,"House","Entire home/apt",1,2,4,5,"Real Bed",300,5,7,"f","strict_14_with_grace_period",150,0,0,0,28,0
"944",5452,22131406,"f",0.86,"within an hour",9,"t",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",45,1,29,"t","moderate",79,0,0,0,19,0
"945",6729,25585275,"t",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",2,1,0,1,"Real Bed",75,3,90,"f","moderate",58,0,0,0,41,0
"946",2192,11212147,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",189,1,0,0,27,3
"947",4283,19120609,"t",1,"within a few hours",1,"f",3,"Guest suite","Entire home/apt",3,1,1,1,"Real Bed",50,2,30,"f","flexible",67,0,0,0,35,0
"948",8404,32049101,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,2,1125,"t","strict",109,1,0,0,21,5
"949",8208,31283385,"t",1,"within an hour",44,"t",11,"House","Entire home/apt",9,2,5,5,"Real Bed",350,2,1125,"t","strict_14_with_grace_period",750,0,0,0,37,1
"950",3976,18194445,"t",1,"within an hour",1,"t",3,"House","Private room",3,1,0,2,"Real Bed",35,2,10,"f","flexible",105,0,0,0,27,0
